Offer Title,Coupon Code,Description,Eligible Credit Cards,Eligible Debit Cards
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Lazy Pay Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Mocash Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank MoneyTap Black Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank MoneyTap Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Monthly Treats Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Movies and More Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank MyFirst Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank MyFirst Mastercard Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Novio RuPay Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Paisabazaar Duet Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Paisabazaar Duet Plus Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Patanjali Swarn RuPay Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Patanjali Vishisht RuPay Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Advantage Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Bonus Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Choice Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Choice Visa Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Classic Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Delight Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Edge Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Edge MasterCard,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum LifeEasy Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum LifeEasy Visa Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Maxima Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Plus Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Plus Visa Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Prime Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum ShopDaily Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum ShopDaily Visa Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum ShopSmart MasterCard Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Shopgain  Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Shopgain Visa Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum Shopsmart Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum TravelEasy Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum TravelEasy Visa Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum ValuePlus Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Platinum ValuePlus MasterCard Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Play Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Play Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank SalarySe Up RuPay Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank Shoprite Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank VCard,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank World Max Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank World Max MasterCard Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank World Plus Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank World Plus MasterCard Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank World Prime Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank World Prime Visa Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank World Safari Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Bank iGlobe Credit Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",RBL Platinum Maxima Plus Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",TVS Credit RBL Bank Card,
"Get 7.5% off on select Smartphones, Tablets & Laptops using RBL Bank Credit Cards",RBLCCGADGETS,"Pay using RBL Bank Credit Cards and get 7.5% discount up to ??5000 on orders above ??9999. Valid only on select Smartphones, Tablets & Laptops category. Applicable once per user per month. Valid on payments made using RBL Bank Credit Cards.",TVS Credit RBL Bank Gold Mastercard Card,
Get 5% discount using Amazon Pay ICICI Bank Credit Card,ICICIAMZ200,"Pay using Amazon Pay ICICI Bank Credit Card and get 5% discount up to ??200 on orders above ??1500. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Applicable once per user per calendar month. Offer valid only on Amazon Pay ICICI Bank Credit Cards. Not valid on ICICI Corporate Cards, other ICICI Credit/Debit Cards, UPI & Net Banking.",Amazon Pay ICICI Bank Credit Card,
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",Indian Overseas Bank Classic Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",Canara Bank Rupay Classic Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",Shoppers Stop HDFC Bank Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",SBM Rupicard Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",Axis Bank Neo Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",Miles Elite SBI Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",Indian Coast Guard Rakshamah Bank of Baroda (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",Tata Neu Plus HDFC Bank Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",Canara Bank Rupay Select Secured Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",HDFC Bharat Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",PVR Inox Kotak Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",HDFC Bank UPI RuPay Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",YES Bank Rio Rupay Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",SBM Paisabazaar Step-Up Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",HDFC Pixel Play Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",Tata Neu Plus SBI Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",Fed Starbiz Rupay Credit Card (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",IRCTC Bobcard (Rupay),
Get up to ??150 cashback when you pay with RuPay Credit Card on UPI via Paytm,PAYTMRUPAYCC,"Pay with RuPay Credit Card on UPI via Paytm & get up to ??150 cashback on transactions above ??600. Exclusions: tobacco, infant food, ghee, milk, butter & probiotic drinks. Valid on transactions made using RuPay Credit Card on UPI via Paytm. Offer applicable once per user per month. Minimum net transaction amount ??600 & above. Assured cashback of ??20 via scratch card within 24 hours; redeem scratch card within 7 days.",Tata Neu Infinity SBI Card (Rupay),
